log_loss,delta_loss,lr,log_grad_norm,log_update_ratio,dataset_id
0.8316238267316359,0.0,0.005,-0.5251578029023424,-8.012851442260375,0
0.832961971882759,0.003075838088989258,0.005,-0.8522928270970906,-8.339974919979413,0
0.8304365540921297,-0.00580143928527832,0.005,-0.6580034715049866,-8.145693351767086,0
0.8358564844799657,0.012468814849853516,0.005,-0.6965177367601925,-8.184207214938647,0
0.8349370276721106,-0.0021200180053710938,0.005,-0.7344088487538861,-8.222096127582669,0
0.8356364170943439,0.0016124248504638672,0.005,-0.672613183787622,-8.160302828665918,0
0.8337629024520945,-0.004316806793212891,0.005,-0.702530172683102,-8.190218679113569,0
0.8333736039113804,-0.0008959770202636719,0.005,-0.8552203056139183,-8.34290300331923,0
0.8334406387027409,0.00015425682067871094,0.005,-0.6906723426428161,-8.178362037538848,0
0.8343541225482682,0.002103090286254883,0.005,-0.652753225684072,-8.140445237364986,0
0.832816326320061,-0.0035393238067626953,0.005,-0.8018627016875894,-8.289549592867564,0
0.8331854266067585,0.0008490085601806641,0.005,-0.8730224855077019,-8.36070703959459,0
0.8317227371135497,-0.0033626556396484375,0.005,-0.9083108975849776,-8.395994790571311,0
0.8336865671319378,0.004515886306762695,0.005,-0.8996306516230114,-8.38731647053317,0
0.833702518277446,3.6716461181640625e-05,0.005,-0.5661540872496339,-8.053853136335189,0
0.8324349558200143,-0.0029158592224121094,0.005,-0.8668314955695792,-8.35452040789132,0
0.8302348310910546,-0.005052328109741211,0.005,-0.5995107505122358,-8.087210401967955,0
0.8346349073034721,0.010115385055541992,0.005,-0.7338663418834828,-8.221562251078664,0
0.8308774800918094,-0.008640766143798828,0.005,-0.9342924552532309,-8.421981049653871,0
0.8334445756914268,0.005899906158447266,0.005,-0.8126521403805672,-8.300348041182898,0
0.8302145630067491,-0.007421016693115234,0.005,-0.7243710066551278,-8.212072064025147,0
0.8318825506336464,0.0038292407989501953,0.005,-0.754179516271274,-8.24188139481826,0
0.8298306390923741,-0.004709720611572266,0.005,-0.8250577471768249,-8.31275905272795,0
0.8348234328441291,0.011476755142211914,0.005,-0.6183079451544178,-8.10601882699806,0
0.8275038804391545,-0.016805648803710938,0.005,-0.6898798996817316,-8.17759015234617,0
0.8327304839820694,0.011987686157226562,0.005,-0.6827392186774562,-8.17045269571402,0
0.8332422151187499,0.001177072525024414,0.005,-0.5814412390525444,-8.06916066760687,0
0.8290010557005416,-0.009737253189086914,0.005,-0.96767610974211,-8.455383199757625,0
0.8316014070688579,0.005965232849121094,0.005,-0.8194119325971293,-8.307128244298845,0
0.8271711482181779,-0.010153770446777344,0.005,-0.6914132365757186,-8.179136399068803,0
0.8269805486953504,-0.00043582916259765625,0.005,-0.9945920738283736,-8.48230605119625,0
0.8333519487449266,0.014614105224609375,0.005,-0.47623025627911647,-7.963966881741129,0
0.8291889815184827,-0.009559154510498047,0.005,-0.8444294960451161,-8.332155695546232,0
0.8259624992582889,-0.007381439208984375,0.005,-0.7711220556497582,-8.258854296486472,0
0.8305996902800525,0.010616302490234375,0.005,-0.8481102448670383,-8.335842872042223,0
0.8286776698713758,-0.0044062137603759766,0.005,-0.6498100812397285,-8.13755332949409,0
0.8278703623234395,-0.0018482208251953125,0.005,-0.9970384021659242,-8.484771680285125,0
0.8289487090541878,0.0024690628051757812,0.005,-0.4904110836373747,-7.97816737233238,0
0.8308490190145841,0.004357576370239258,0.005,-0.6279303324799165,-8.115686677492869,0
0.8308234656784931,-5.8650970458984375e-05,0.005,-0.3964382008521566,-7.8842047307098655,0
0.8288639911806384,-0.004492998123168945,0.005,-1.0515018355603531,-8.539247077235885,0
0.8273635876821147,-0.003434419631958008,0.005,-0.9129644195000124,-8.400719719089805,0
0.8282936760388904,0.0021283626556396484,0.005,-0.643247291859947,-8.131016700355266,0
0.8275395237544686,-0.001725912094116211,0.005,-0.8097457752721483,-8.29751370964943,0
0.825026477865336,-0.00574183464050293,0.005,-0.7613089933958144,-8.249082619833516,0
0.8289436095326232,0.008956193923950195,0.005,-0.6063576860828227,-8.09414078674244,0
0.8257053712504787,-0.007406473159790039,0.005,-0.6626815495702192,-8.150467204543801,0
0.8263966376519153,0.0015790462493896484,0.005,-0.7303626738812529,-8.218150023407091,0
0.8242955780029865,-0.004796028137207031,0.005,-0.7930737434231906,-8.280864224353907,0
0.824866714269843,0.0013027191162109375,0.005,-0.7836789436345488,-8.271474744523005,0
0.8287654221647488,0.00891256332397461,0.005,-0.5178149942291257,-8.005624539496258,0
0.823972444700321,-0.010951995849609375,0.005,-0.582386738642431,-8.070199554800029,0
0.8243689743167597,0.000904083251953125,0.005,-0.5702406089915041,-8.05805890492152,0
0.8246961601469373,0.0007462501525878906,0.005,-0.6542268332015536,-8.142047749730104,0
0.8240239020410298,-0.0015330314636230469,0.005,-0.7348132056941357,-8.222637109519365,0
0.826253580651491,0.0050885677337646484,0.005,-0.8421915244985185,-8.330016696890512,0
0.8244590917670636,-0.004096269607543945,0.005,-0.667641917842407,-8.15547826108345,0
0.8259259645943032,0.0033478736877441406,0.005,-0.7460464982409667,-8.233886213199403,0
0.8265664847432932,0.0014634132385253906,0.005,-0.5729378055250002,-8.060787848122107,0
0.8244335837072543,-0.0048694610595703125,0.005,-0.8114925691440912,-8.299339653435128,0
0.822168510235997,-0.005159854888916016,0.005,-0.7708877253607368,-8.25874166426239,0
0.8241741799685436,0.004568338394165039,0.005,-0.7564029779267002,-8.244264811120157,0
0.8249001528439791,0.0016558170318603516,0.005,-0.3486526172545982,-7.836533346787797,0
0.8195821410995113,-0.01210165023803711,0.005,-0.28713307271294514,-7.7750226666596465,0
0.8243175347299461,0.010772705078125,0.005,-0.4728429144385462,-7.960735561430174,0
0.8249988946071137,0.001554250717163086,0.005,-0.45261618946103854,-7.940517024488538,0
0.8197862343185571,-0.01186370849609375,0.005,-0.43094248330834395,-7.918849699789546,0
0.821351209584862,0.0035552978515625,0.005,-0.593345370718852,-8.081256215473324,0
0.820037748431106,-0.002984285354614258,0.005,-0.5946709947988844,-8.082590198929259,0
0.8202211720681768,0.0004165172576904297,0.005,-0.4880267587690701,-7.97595743742612,0
0.8201514603505561,-0.0001583099365234375,0.005,-0.7016760811069155,-8.18960664396494,0
0.822188418166968,0.004630327224731445,0.005,-0.7092042224635423,-8.1971425735503,0
0.8258705337409984,0.008394002914428711,0.005,-0.6265816720492936,-8.114530328423644,0
0.8199684439667899,-0.01343989372253418,0.005,-0.6291587858753825,-8.117113927884395,0
0.8216224593205178,0.0037584304809570312,0.005,-0.7198657578474277,-8.20782455410548,0
0.818870272465835,-0.0062503814697265625,0.005,-0.6956026719048648,-8.18356950713724,0
0.8212126729297984,0.005318641662597656,0.005,-0.7314793541084115,-8.219453612735192,0
0.8156732331464607,-0.012557744979858398,0.005,-0.5470191192264319,-8.035007810452479,0
0.8210325780504153,0.012148380279541016,0.005,-0.6057765159306214,-8.09377342739079,0
0.8186526384088763,-0.005402803421020508,0.005,-0.622264243696628,-8.110267449882722,0
0.8185046832893992,-0.00033545494079589844,0.005,-0.6449140665125886,-8.132926483263503,0
0.8164910760356786,-0.0045604705810546875,0.005,-0.515587716855507,-8.003613699917443,0
0.8208155190489194,0.009805440902709961,0.005,-0.44409326159732543,-7.932130853765709,0
0.8150652684769808,-0.013029098510742188,0.005,-0.6207126513774482,-8.108752829982182,0
0.8172472857650388,0.004935264587402344,0.005,-0.7606219429810922,-8.248667765216332,0
0.8181234954930997,0.001984834671020508,0.005,-0.5449190002397178,-8.032982252997314,0
0.8133680172748321,-0.010751485824584961,0.005,-0.49484097277205374,-7.982913580556433,0
0.8148401550060645,0.0033228397369384766,0.005,-0.5438258058209334,-8.031908606481272,0
0.8190275282758892,0.009478330612182617,0.005,-0.616537731350484,-8.104626878441628,0
0.8191501832544562,0.00027823448181152344,0.005,-0.7729739240353939,-8.261066182700594,0
0.8149677571891372,-0.009468317031860352,0.005,-0.7347245242420464,-8.222826831203125,0
0.8151108549082389,0.00032329559326171875,0.005,-0.6140613698247059,-8.102178988254577,0
0.8207485768984342,0.012773990631103516,0.005,-0.3443206447146747,-7.832457343813813,0
0.8138564702107659,-0.015606403350830078,0.005,-0.3746883743829792,-7.862832299499704,0
0.8125868634436475,-0.002863168716430664,0.005,-0.3352966158267217,-7.823451956590916,0
0.8136305560376929,0.0023534297943115234,0.005,-0.5073608819388147,-7.995524378030385,0
0.8166023471102909,0.006714582443237305,0.005,-0.4711715803629206,-7.959347576402021,0
0.8138691486330915,-0.0061762332916259766,0.005,-0.6123653339280213,-8.100546973795632,0
0.8163767363239226,0.005665779113769531,0.005,-0.48524771946603124,-7.973444388328826,0
0.8132671688481596,-0.007023811340332031,0.005,-0.5065547611359751,-7.994761160031331,0
0.8118645967489927,-0.0031609535217285156,0.005,-0.5220302390425173,-8.010246122647603,0
0.8155432950098512,0.008300065994262695,0.005,-0.4663111459413118,-7.954541793743676,0
