loss,delta_loss,lr,grad_norm,step,regime,step_fraction
2.3020122051239014,0.0,0.0001,0.6133495956034276,0,adam_lr1e4,0.0
2.2957730293273926,-0.006239175796508789,0.0001,0.5656633500782509,1,adam_lr1e4,0.002136752136752137
2.2791078090667725,-0.016665220260620117,0.0001,0.48427635028128274,2,adam_lr1e4,0.004273504273504274
2.2773025035858154,-0.0018053054809570312,0.0001,0.6501991077815823,3,adam_lr1e4,0.00641025641025641
2.257033348083496,-0.020269155502319336,0.0001,0.5043337178083073,4,adam_lr1e4,0.008547008547008548
2.2643635272979736,0.007330179214477539,0.0001,0.5740873615265919,5,adam_lr1e4,0.010683760683760684
2.2582294940948486,-0.006134033203125,0.0001,0.6354222787513435,6,adam_lr1e4,0.01282051282051282
2.25130295753479,-0.006926536560058594,0.0001,0.6990581113383652,7,adam_lr1e4,0.014957264957264958
2.2431564331054688,-0.008146524429321289,0.0001,0.6773832108307273,8,adam_lr1e4,0.017094017094017096
2.214876174926758,-0.028280258178710938,0.0001,0.62430769443934,9,adam_lr1e4,0.019230769230769232
2.222562074661255,0.00768589973449707,0.0001,0.6156805641279303,10,adam_lr1e4,0.021367521367521368
2.2097244262695312,-0.012837648391723633,0.0001,0.8556029220150537,11,adam_lr1e4,0.023504273504273504
2.1569721698760986,-0.05275225639343262,0.0001,1.000553183489915,12,adam_lr1e4,0.02564102564102564
2.1573445796966553,0.0003724098205566406,0.0001,0.772273049884787,13,adam_lr1e4,0.027777777777777776
2.1567952632904053,-0.00054931640625,0.0001,0.7990063761762118,14,adam_lr1e4,0.029914529914529916
2.1215405464172363,-0.035254716873168945,0.0001,0.8609346232402744,15,adam_lr1e4,0.03205128205128205
2.0814883708953857,-0.040052175521850586,0.0001,1.0251629853186834,16,adam_lr1e4,0.03418803418803419
2.101916790008545,0.02042841911315918,0.0001,0.9906525418848754,17,adam_lr1e4,0.03632478632478633
2.1013760566711426,-0.0005407333374023438,0.0001,1.3608917588528018,18,adam_lr1e4,0.038461538461538464
2.0462169647216797,-0.05515909194946289,0.0001,1.031447883802451,19,adam_lr1e4,0.0405982905982906
2.0176196098327637,-0.028597354888916016,0.0001,1.2430712336370189,20,adam_lr1e4,0.042735042735042736
1.9986498355865479,-0.01896977424621582,0.0001,1.2306810858403143,21,adam_lr1e4,0.04487179487179487
1.9995787143707275,0.0009288787841796875,0.0001,1.23668389641434,22,adam_lr1e4,0.04700854700854701
1.9730778932571411,-0.026500821113586426,0.0001,1.1135953975649608,23,adam_lr1e4,0.049145299145299144
1.9378705024719238,-0.035207390785217285,0.0001,1.1420869197042165,24,adam_lr1e4,0.05128205128205128
1.909993290901184,-0.027877211570739746,0.0001,1.2916622298258564,25,adam_lr1e4,0.053418803418803416
1.9340236186981201,0.024030327796936035,0.0001,1.2855528284283173,26,adam_lr1e4,0.05555555555555555
1.8581717014312744,-0.0758519172668457,0.0001,1.4435588864402522,27,adam_lr1e4,0.057692307692307696
1.8481613397598267,-0.010010361671447754,0.0001,1.4473700461865133,28,adam_lr1e4,0.05982905982905983
1.8320518732070923,-0.016109466552734375,0.0001,1.382061402138578,29,adam_lr1e4,0.06196581196581197
1.784637689590454,-0.047414183616638184,0.0001,1.4830573793874584,30,adam_lr1e4,0.0641025641025641
1.76783287525177,-0.016804814338684082,0.0001,1.457541295718956,31,adam_lr1e4,0.06623931623931624
1.7624164819717407,-0.005416393280029297,0.0001,1.4802182189581699,32,adam_lr1e4,0.06837606837606838
1.6857528686523438,-0.07666361331939697,0.0001,1.5481814366381086,33,adam_lr1e4,0.07051282051282051
1.704192042350769,0.018439173698425293,0.0001,1.521919109814357,34,adam_lr1e4,0.07264957264957266
1.675595998764038,-0.028596043586730957,0.0001,1.4895505188721836,35,adam_lr1e4,0.07478632478632478
1.5968167781829834,-0.07877922058105469,0.0001,1.5064168198879413,36,adam_lr1e4,0.07692307692307693
1.493406891822815,-0.10340988636016846,0.0001,1.6867189227505563,37,adam_lr1e4,0.07905982905982906
1.4790180921554565,-0.014388799667358398,0.0001,1.921430176196885,38,adam_lr1e4,0.0811965811965812
1.4940499067306519,0.015031814575195312,0.0001,1.7173470549210716,39,adam_lr1e4,0.08333333333333333
1.4213175773620605,-0.07273232936859131,0.0001,1.6688087072910354,40,adam_lr1e4,0.08547008547008547
1.445306420326233,0.023988842964172363,0.0001,2.0523475529711965,41,adam_lr1e4,0.0876068376068376
1.3986144065856934,-0.04669201374053955,0.0001,1.7802314322305604,42,adam_lr1e4,0.08974358974358974
1.2799022197723389,-0.11871218681335449,0.0001,2.084213141967544,43,adam_lr1e4,0.09188034188034189
1.3875378370285034,0.10763561725616455,0.0001,1.6948560900582532,44,adam_lr1e4,0.09401709401709402
1.2817401885986328,-0.1057976484298706,0.0001,1.7847617256897406,45,adam_lr1e4,0.09615384615384616
1.2849862575531006,0.0032460689544677734,0.0001,1.7006134273539097,46,adam_lr1e4,0.09829059829059829
1.2294716835021973,-0.05551457405090332,0.0001,1.7813479547550597,47,adam_lr1e4,0.10042735042735043
1.2836830615997314,0.05421137809753418,0.0001,1.8048394480249372,48,adam_lr1e4,0.10256410256410256
1.3087503910064697,0.02506732940673828,0.0001,1.819764530764024,49,adam_lr1e4,0.1047008547008547
1.2316545248031616,-0.0770958662033081,0.0001,1.894993308666959,50,adam_lr1e4,0.10683760683760683
1.1107978820800781,-0.1208566427230835,0.0001,1.7005495519953018,51,adam_lr1e4,0.10897435897435898
1.107270359992981,-0.003527522087097168,0.0001,1.7200490658572871,52,adam_lr1e4,0.1111111111111111
1.0659189224243164,-0.04135143756866455,0.0001,1.90936719582434,53,adam_lr1e4,0.11324786324786325
